competitions_total,season_scopes_total,fixtures_total,fixtures_finalized_total,match_statistics_cov,head_to_head_cov,lineups_cov,match_events_cov,fps_cov,lineup_players_total,pss_players_total,ms_orphans,h2h_orphans,lineups_orphans,me_orphans,fps_orphans,lineups_outside_catalog_rows,fps_outside_catalog_rows,ms_outside_catalog_rows,match_events_duplicate_groups,lineups_null_player_rows,fps_null_provider_season_rows
10,50,15265,15262,15216,15262,15183,15257,15217,20775,20722,0,0,0,0,0,0,0,0,0,3103,651169
