 fixture_id | league_id | season |        date_utc        | status_short | home_team_id | away_team_id 
    1180675 |        71 |   2024 | 2024-11-08 22:00:00+00 | FT           |          119 |          124
    1180680 |        71 |   2024 | 2024-11-09 00:30:00+00 | FT           |          121 |          130
    1180677 |        71 |   2024 | 2024-11-09 19:30:00+00 | FT           |          136 |          131
    1180679 |        71 |   2024 | 2024-11-09 19:30:00+00 | FT           |          120 |         1193
    1180676 |        71 |   2024 | 2024-11-09 22:00:00+00 | FT           |          135 |          140
    1180682 |        71 |   2024 | 2024-11-09 22:00:00+00 | FT           |          154 |          133
    1180683 |        71 |   2024 | 2024-11-09 22:00:00+00 | FT           |          144 |          794
    1180684 |        71 |   2024 | 2024-11-09 22:00:00+00 | FT           |          152 |          118
    1180681 |        71 |   2024 | 2024-11-10 00:00:00+00 | FT           |          126 |          134
    1180678 |        71 |   2024 | 2024-11-13 23:00:00+00 | FT           |          127 |         1062
    1180542 |        71 |   2024 | 2024-11-16 21:30:00+00 | FT           |          134 |         1062
    1180690 |        71 |   2024 | 2024-11-20 14:00:00+00 | FT           |          131 |          135
    1180691 |        71 |   2024 | 2024-11-20 19:30:00+00 | FT           |          794 |          126
    1180692 |        71 |   2024 | 2024-11-20 19:30:00+00 | FT           |          134 |          144
    1180694 |        71 |   2024 | 2024-11-20 19:30:00+00 | FT           |          140 |          136
    1180687 |        71 |   2024 | 2024-11-20 21:00:00+00 | FT           |          118 |          121
    1180685 |        71 |   2024 | 2024-11-20 22:00:00+00 | FT           |          130 |          152
    1180693 |        71 |   2024 | 2024-11-20 22:00:00+00 | FT           |         1193 |          127
    1180686 |        71 |   2024 | 2024-11-21 00:30:00+00 | FT           |         1062 |          120
    1180689 |        71 |   2024 | 2024-11-21 23:00:00+00 | FT           |          133 |          119
    1180688 |        71 |   2024 | 2024-11-23 00:30:00+00 | FT           |          124 |          154
    1180699 |        71 |   2024 | 2024-11-23 22:30:00+00 | FT           |          120 |          136
    1180703 |        71 |   2024 | 2024-11-23 22:30:00+00 | FT           |          144 |          121
    1180704 |        71 |   2024 | 2024-11-23 22:30:00+00 | FT           |          152 |         1193
    1180701 |        71 |   2024 | 2024-11-24 00:30:00+00 | FT           |          126 |         1062
    1180695 |        71 |   2024 | 2024-11-24 19:00:00+00 | FT           |          119 |          794
    1180697 |        71 |   2024 | 2024-11-24 19:00:00+00 | FT           |          118 |          134
    1180700 |        71 |   2024 | 2024-11-24 19:00:00+00 | FT           |          131 |          133
    1180698 |        71 |   2024 | 2024-11-26 22:00:00+00 | FT           |          124 |          140
    1180702 |        71 |   2024 | 2024-11-26 23:00:00+00 | FT           |          154 |          127
    1180706 |        71 |   2024 | 2024-11-27 00:30:00+00 | FT           |         1062 |          152
    1180710 |        71 |   2024 | 2024-11-27 00:30:00+00 | FT           |          121 |          120
    1180696 |        71 |   2024 | 2024-11-28 00:00:00+00 | FT           |          135 |          130
    1180713 |        71 |   2024 | 2024-11-30 22:30:00+00 | FT           |         1193 |          118
    1180714 |        71 |   2024 | 2024-11-30 22:30:00+00 | FT           |          140 |          131
    1180709 |        71 |   2024 | 2024-12-01 00:30:00+00 | FT           |          133 |          144
    1180705 |        71 |   2024 | 2024-12-01 19:00:00+00 | FT           |          130 |          126
    1180708 |        71 |   2024 | 2024-12-01 19:00:00+00 | FT           |          127 |          119
    1180707 |        71 |   2024 | 2024-12-01 21:30:00+00 | FT           |          136 |          154
    1180711 |        71 |   2024 | 2024-12-01 21:30:00+00 | FT           |          794 |          135
    1180712 |        71 |   2024 | 2024-12-01 21:30:00+00 | FT           |          134 |          124
    1180720 |        71 |   2024 | 2024-12-03 23:00:00+00 | FT           |          131 |          118
    1180719 |        71 |   2024 | 2024-12-04 22:00:00+00 | FT           |          133 |         1062
    1180717 |        71 |   2024 | 2024-12-04 23:00:00+00 | FT           |          136 |          130
    1180721 |        71 |   2024 | 2024-12-04 23:00:00+00 | FT           |          126 |          152
    1180724 |        71 |   2024 | 2024-12-04 23:00:00+00 | FT           |          140 |          127
    1180715 |        71 |   2024 | 2024-12-05 00:30:00+00 | FT           |          119 |          120
    1180716 |        71 |   2024 | 2024-12-05 00:30:00+00 | FT           |          135 |          121
    1180723 |        71 |   2024 | 2024-12-05 00:30:00+00 | FT           |          144 |          154
    1180718 |        71 |   2024 | 2024-12-05 23:00:00+00 | FT           |          124 |         1193
    1180722 |        71 |   2024 | 2024-12-05 23:00:00+00 | FT           |          134 |          794
    1180725 |        71 |   2024 | 2024-12-08 19:00:00+00 | FT           |          130 |          131
    1180726 |        71 |   2024 | 2024-12-08 19:00:00+00 | FT           |         1062 |          134
    1180727 |        71 |   2024 | 2024-12-08 19:00:00+00 | FT           |          118 |          144
    1180728 |        71 |   2024 | 2024-12-08 19:00:00+00 | FT           |          127 |          136
    1180729 |        71 |   2024 | 2024-12-08 19:00:00+00 | FT           |          120 |          126
    1180730 |        71 |   2024 | 2024-12-08 19:00:00+00 | FT           |          121 |          124
    1180731 |        71 |   2024 | 2024-12-08 19:00:00+00 | FT           |          794 |          140
    1180732 |        71 |   2024 | 2024-12-08 19:00:00+00 | FT           |          154 |          119
    1180733 |        71 |   2024 | 2024-12-08 19:00:00+00 | FT           |         1193 |          133
    1180734 |        71 |   2024 | 2024-12-08 19:00:00+00 | FT           |          152 |          135
(380 rows)


